2092,2279,1960
2112,2286,2002
2143,2373,2000
2176,2346,2002
2053,2279,2062
2274,2424,1944
2117,2183,2107
2131,2476,1990
2076,2339,1945
2115,2311,1942
1979,2430,1943
2107,2506,1852
2148,2366,1979
2050,2320,1910
2033,2394,1986
2133,2381,1935
2110,2343,1943
2132,2196,2021
2090,2329,2127
2059,2360,2217
2029,2243,2032
1880,2312,2130
1895,2259,2209
1911,2225,2248
1777,2402,2269
1744,2405,2218
1681,2471,2331
1822,2426,2282
1956,2470,2211
2005,2381,2140
1986,2407,2131
2007,2339,2141
1973,2359,2219
1828,2355,2293
1872,2318,2344
1999,2335,2249
1956,2386,2131
1887,2375,2121
1883,2373,2102
1902,2327,2195
2009,2267,2300
1948,2323,2300
1914,2361,2231
1982,2391,2129
2009,2393,2071
1935,2361,2119
1899,2298,2303
1963,2323,2372
1965,2389,2240
1915,2395,2176
1980,2324,2067
2018,2514,2027
1857,2298,2152
2009,2306,2345
1961,2316,2328
2000,2362,2103
2062,2369,1995
2054,2342,2096
2118,2305,2204
1834,2340,2249
1889,2336,2242
1987,2311,2222
1834,2352,2215
1915,2313,2149
2051,2295,2207
2081,2309,2270
2021,2343,2287
1974,2378,2194
1999,2441,2067
1912,2447,1983
1802,2404,2038
1980,2308,2216
2067,2254,2386
1966,2289,2343
1939,2369,2160
1992,2381,2143
2007,2364,2207
2014,2395,2198
1988,2411,2152
1957,2381,2254
1808,2379,2281
1846,2275,2206
1959,2274,2197
2019,2283,2167
2074,2197,2157
2071,2411,2206
2003,2349,2169
1938,2351,2166
1897,2347,2167
1909,2349,2189
1916,2350,2209
1927,2352,2216
1930,2369,2208
1940,2354,2177
1962,2337,2170
1947,2348,2185
1937,2347,2196
1924,2344,2197
1920,2314,2198
1929,2297,2207
1949,2294,2220
1968,2264,2219
1983,2298,2219
2000,2387,2210
2036,2522,2172
2054,2552,1990
2070,2459,2014
1979,2357,2070
1990,2377,2096
1991,2386,2055
1954,2381,2034
1965,2413,2065
1981,2373,2051
1999,2398,2041
2005,2419,2041
2011,2359,2028
1962,2370,2044
1984,2376,2068
2091,2305,2031
2111,2413,2097
1875,2301,2079
1808,2343,2055
1842,2340,1978
1968,2343,1958
1976,2363,1960
1961,2365,1969
1977,2364,1991
1981,2355,2007
1982,2390,2011
1982,2413,2013
1979,2405,2031
2009,2377,2045
1989,2365,2038
1977,2434,2033
1984,2399,2035
1984,2409,2040
1985,2399,2048
1987,2382,2062
1977,2390,2071
1973,2387,2059
1986,2396,2057
1974,2427,2053
1974,2415,2036
1942,2409,2039
1934,2386,2054
1959,2396,2048
1950,2406,2034
1954,2416,2030
1956,2410,2027
1961,2403,2038
1951,2401,2049
1969,2384,2054
1943,2381,2055
1922,2409,2049
1912,2383,2037
1923,2405,2048
2034,2374,2059
1939,2387,2062
1935,2392,2046
1915,2348,2058
1915,2349,2060
1900,2344,2059
1922,2373,2071
1937,2390,2066
1938,2374,2056
1936,2372,2046
1905,2379,2050
1960,2431,2065
1963,2402,2062
1984,2430,2061
1983,2455,2060
1939,2357,2034
1923,2373,2039
1959,2474,2070
1953,2427,2069
1894,2323,2043
1949,2368,2061
1952,2378,2046
1989,2409,2037
1978,2374,2029
1859,2302,2018
1906,2387,2082
1943,2415,2078
1929,2413,2064
1964,2449,2055
1981,2411,2039
1888,2353,2019
1892,2405,2059
1938,2388,2056
1941,2356,2032
1935,2373,2023
1924,2386,2022
1930,2380,2040
1937,2384,2042
1950,2377,2041
1969,2388,2048
1979,2397,2044
1979,2397,2043
1970,2385,2033
1938,2377,2029
1927,2389,2050
1935,2395,2074
1929,2350,2100
1924,2347,2116
1938,2377,2129
1959,2391,2147
1984,2374,2142
1981,2372,2125
1967,2386,2123
1969,2386,2142
1973,2381,2164
1977,2393,2155
1967,2386,2133
1953,2370,2126
1957,2377,2144
1949,2372,2154
1973,2379,2156
1981,2375,2149
1962,2366,2143
1940,2368,2151
1936,2371,2153
1939,2379,2154
1943,2379,2154
1942,2363,2157
1943,2343,2145
1959,2357,2162
1963,2366,2167
1973,2373,2171
1975,2380,2169
1972,2375,2163
1987,2373,2154
1970,2372,2146
1973,2373,2142
1957,2379,2139
1958,2370,2143
1953,2359,2130
1946,2344,2123
1946,2346,2103
1948,2370,2113
1939,2384,2131
1945,2382,2139
1952,2382,2140
1951,2372,2131
1963,2372,2131
1970,2369,2131
1966,2373,2128
1983,2371,2126
1984,2383,2121
1965,2375,2108
1940,2372,2106
1932,2371,2107
1937,2375,2118
1942,2375,2135
1944,2374,2134
1947,2381,2136
1953,2386,2143
1971,2383,2144
1966,2379,2134
1956,2370,2125
1961,2367,2131
1958,2383,2138
1961,2380,2146
1960,2377,2141
1955,2373,2125
1964,2375,2127
1964,2383,2131
1962,2379,2131
1961,2374,2122
1959,2375,2123
1959,2383,2124
1969,2394,2131
1963,2391,2132
1961,2377,2123
1955,2371,2115
1958,2357,2111
1967,2366,2115
1967,2369,2118
1963,2367,2114
1968,2361,2111
1967,2363,2104
1962,2363,2109
1958,2367,2109
1965,2374,2109
1960,2383,2114
1952,2383,2119
1962,2376,2118
1959,2374,2124
1962,2374,2125
1961,2380,2127
1953,2386,2135
1953,2381,2137
1965,2380,2127
1962,2372,2131
1961,2374,2131
1960,2372,2125
1957,2375,2129
1958,2372,2129
1963,2372,2130
1961,2370,2126
1958,2371,2127
1958,2373,2131
1958,2374,2135
1966,2374,2133
1960,2371,2129
1962,2374,2134
1961,2376,2130
1967,2375,2134
1968,2373,2130
1960,2369,2129
1962,2371,2128
1964,2379,2132
1964,2375,2127
1967,2377,2125
1968,2373,2130
1965,2371,2126
1967,2378,2129
1968,2371,2131
1968,2376,2127
1967,2375,2128
1964,2375,2127
1968,2369,2127
1961,2372,2125
1957,2375,2133
1969,2368,2126
1964,2373,2129
1965,2374,2130
1965,2375,2128
1964,2378,2130
1966,2373,2126
1954,2367,2120
1959,2369,2123
1963,2372,2125
1962,2374,2126
1966,2377,2129
1963,2377,2128
1962,2373,2126
1965,2374,2129
1961,2377,2133
1967,2375,2133
1959,2377,2129
1964,2372,2131
1958,2377,2129
1966,2370,2134
1967,2369,2133
1965,2368,2134
1965,2369,2135
1961,2369,2130
1960,2377,2134
1963,2378,2127
1968,2371,2131
1970,2375,2127
1969,2369,2127
1969,2373,2129
1963,2375,2130
1963,2374,2125
1965,2376,2133
1961,2374,2125
1964,2373,2130
1962,2372,2127
1967,2372,2124
1965,2370,2127
1966,2371,2128
1961,2371,2127
1965,2378,2130
1967,2367,2129
1967,2370,2129
1963,2372,2127
1963,2379,2131
1962,2371,2131
1967,2375,2125
1965,2376,2122
1962,2377,2128
1966,2375,2127
1963,2376,2130
1966,2375,2127
1966,2376,2130
1971,2375,2129
1965,2373,2123
1972,2374,2129
1963,2377,2127
1952,2374,2125
1957,2373,2128
1964,2373,2130
1974,2381,2131
1969,2381,2131
1965,2379,2126
1961,2385,2119
1961,2381,2122
1942,2373,2118
1955,2368,2129
1971,2377,2138
1968,2390,2135
1965,2396,2128
1971,2383,2106
1982,2370,2094
1978,2367,2107
1964,2369,2117
1969,2372,2126
1961,2372,2116
1962,2373,2104
1972,2370,2101
1972,2377,2103
1976,2383,2113
1971,2385,2120
1963,2378,2119
1960,2379,2120
1955,2384,2118
1952,2380,2115
1948,2372,2112
1963,2375,2115
1977,2374,2122
1977,2384,2120
1970,2375,2113
1965,2368,2115
1961,2374,2108
1959,2379,2115
1965,2381,2109
1963,2377,2105
1965,2382,2107
1956,2383,2106
1960,2381,2108
1965,2378,2107
1957,2381,2104
1956,2377,2107
1959,2375,2117
1961,2381,2118
1959,2382,2115
1957,2377,2111
1955,2381,2113
1954,2377,2105
1958,2378,2115
1955,2378,2114
1955,2380,2109
1958,2390,2112
1959,2393,2112
1961,2390,2107
1972,2382,2099
1963,2379,2106
1966,2383,2104
1963,2378,2118
1963,2372,2109
1959,2377,2110
1969,2373,2106
1972,2371,2102
1957,2373,2110
1958,2370,2118
1953,2371,2124
1956,2372,2110
1953,2376,2105
1956,2377,2113
1965,2387,2115
1968,2383,2122
1962,2383,2119
1958,2372,2111
1960,2376,2116
1949,2379,2123
1958,2381,2119
1960,2380,2105
1961,2383,2094
1958,2378,2111
1960,2377,2117
1960,2378,2110
1963,2384,2109
1959,2384,2112
1958,2380,2109
1951,2375,2115
1946,2377,2122
1953,2385,2119
1955,2372,2112
1969,2377,2117
1961,2368,2116
1962,2381,2111
1959,2385,2117
1954,2377,2113
1951,2376,2105
1948,2382,2113
1965,2376,2114
1961,2381,2112
1960,2388,2110
1959,2377,2113
1963,2383,2113
1962,2375,2112
1959,2377,2111
1966,2380,2113
1960,2374,2111
1958,2378,2118
1963,2378,2116
1959,2374,2113
1955,2383,2119
1964,2371,2119
1979,2377,2123
1979,2373,2133
1977,2365,2143
1986,2380,2132
1981,2374,2131
1972,2376,2128
1965,2372,2127
1966,2373,2128
1967,2373,2131
1964,2379,2122
1965,2379,2124
1967,2380,2125
1964,2378,2124
1964,2377,2122
1965,2377,2122
1963,2376,2122
1971,2372,2118
1973,2373,2118
1972,2375,2125
1967,2371,2118
1965,2369,2119
1963,2368,2120
1963,2375,2123
1964,2375,2127
1967,2374,2119
1965,2386,2119
1964,2386,2135
1971,2389,2129
1965,2379,2137
1971,2375,2129
1962,2375,2131
1968,2373,2132
1968,2372,2127
1968,2375,2132
1970,2374,2126
1972,2372,2124
1968,2375,2124
1967,2371,2129
1959,2375,2132
1967,2375,2128
1964,2377,2124
1963,2376,2119
1961,2371,2123
1961,2369,2115
1960,2369,2107
1966,2369,2104
1960,2375,2115
1958,2380,2105
1964,2381,2105
1957,2384,2096
1949,2383,2095
1947,2387,2087
1940,2391,2089
1941,2392,2086
1956,2389,2093
1954,2381,2096
1947,2386,2108
1951,2383,2105
1949,2377,2098
1947,2381,2099
1945,2387,2105
1951,2376,2104
1949,2377,2106
1947,2377,2104
1946,2381,2105
1947,2383,2103
1950,2387,2104
1947,2385,2108
1945,2386,2102
1957,2377,2106
1963,2377,2105
1963,2381,2114
1964,2375,2108
1961,2384,2107
1956,2380,2113
1952,2382,2115
1957,2379,2112
1965,2377,2106
1966,2374,2097
1960,2379,2107
1958,2381,2109
1955,2383,2111
1955,2382,2113
1958,2377,2105
1961,2379,2104
1956,2373,2109
1955,2375,2123
1958,2372,2118
1956,2379,2114
1960,2378,2113
1958,2383,2111
1961,2381,2103
1955,2383,2105
1955,2383,2103
1953,2382,2110
1952,2383,2105
1956,2381,2098
1957,2381,2102
1954,2382,2106
1954,2387,2104
1955,2383,2106
1953,2381,2098
1949,2379,2106
1951,2382,2105
1954,2381,2103
1956,2382,2091
1949,2381,2096
1947,2376,2090
1946,2382,2090
1949,2386,2089
1945,2382,2083
1947,2379,2083
1945,2385,2082
1952,2387,2081
1943,2383,2080
1942,2388,2083
1935,2384,2082
1933,2378,2079
1940,2386,2084
1938,2388,2087
1946,2391,2093
1940,2384,2084
1942,2381,2081
1942,2379,2092
1948,2377,2086
1944,2375,2089
1947,2381,2086
1945,2384,2087
1950,2386,2090
1943,2382,2087
1952,2379,2084
1939,2387,2081
1939,2388,2089
1932,2388,2080
1945,2383,2090
1950,2388,2082
1946,2391,2078
1944,2390,2067
1944,2385,2066
1943,2380,2073
1933,2371,2086
1942,2373,2078
1941,2378,2075
1944,2377,2084
1950,2384,2093
1945,2404,2095
1949,2409,2094
1938,2408,2093
1936,2400,2093
1941,2388,2098
1947,2391,2105
1974,2384,2124
1983,2369,2156
1982,2354,2163
1980,2347,2164
1994,2345,2166
1999,2340,2168
1987,2352,2164
1987,2359,2165
1988,2375,2165
1984,2375,2154
1975,2368,2145
1971,2371,2135
1963,2376,2137
1961,2367,2124
1953,2359,2107
1950,2363,2096
1944,2358,2101
1954,2365,2118
1975,2371,2134
1994,2391,2119
1986,2399,2101
1950,2406,2096
1925,2409,2090
1933,2401,2087
1956,2393,2085
1968,2375,2071
1968,2375,2062
1955,2389,2080
1944,2370,2083
1944,2370,2082
1943,2371,2085
1955,2378,2089
1946,2389,2099
1945,2399,2095
1946,2402,2089
1951,2388,2098
1950,2382,2099
1957,2373,2102
1957,2378,2103
1947,2382,2099
1952,2387,2097
1961,2389,2100
1954,2382,2098
1944,2375,2105
1946,2377,2100
1946,2384,2101
1961,2390,2100
1960,2394,2100
1954,2396,2100
1956,2379,2104
1957,2382,2110
1963,2388,2115
1958,2388,2102
1944,2392,2095
1946,2386,2096
1945,2379,2104
1944,2381,2114
1943,2368,2114
1944,2373,2111
1949,2371,2102
1952,2374,2099
1961,2381,2098
1960,2381,2095
1959,2380,2099
1953,2376,2100
1949,2371,2107
1954,2378,2108
1963,2381,2107
1957,2377,2103
1956,2371,2104
1963,2371,2130
1958,2369,2132
1958,2363,2126
1971,2370,2114
1968,2385,2107
1971,2392,2095
1965,2393,2097
1959,2396,2107
1943,2396,2101
1940,2386,2085
1929,2377,2074
1931,2375,2075
1935,2380,2095
1937,2379,2111
1937,2374,2096
1945,2371,2093
1952,2371,2090
1954,2383,2103
1948,2389,2111
1929,2383,2102
1919,2380,2094
1934,2377,2090
1945,2372,2106
1948,2369,2095
1949,2379,2085
1947,2381,2085
1939,2387,2092
1935,2393,2095
1934,2389,2093
1943,2388,2077
1943,2387,2080
1933,2388,2087
1930,2389,2099
1936,2381,2098
1941,2384,2096
1945,2378,2092
1939,2381,2097
1935,2383,2099
1947,2377,2101
1941,2382,2103
1949,2378,2102
1945,2375,2090
1939,2381,2092
1945,2385,2095
1949,2389,2098
1958,2386,2096
1962,2386,2098
1957,2383,2101
1956,2383,2095
1957,2381,2091
1956,2387,2094
1953,2383,2095
1959,2383,2088
1956,2388,2091
1952,2389,2090
1948,2390,2106
1938,2383,2100
1946,2379,2090
1951,2382,2088
1959,2386,2099
1953,2385,2112
1949,2383,2117
1957,2373,2110
1963,2371,2103
1967,2384,2096
1955,2384,2105
1944,2377,2109
1938,2377,2108
1946,2372,2100
1953,2378,2098
1957,2374,2111
1960,2378,2116
1972,2382,2120
1962,2380,2119
1953,2383,2100
1950,2382,2093
1945,2385,2093
1953,2376,2102
1953,2379,2091
1948,2369,2093
1939,2368,2099
1957,2384,2102
1966,2386,2109
1957,2389,2133
1958,2381,2138
1967,2390,2106
1965,2382,2089
1957,2377,2088
1951,2381,2100
1957,2384,2096
1961,2379,2098
1953,2373,2090
1961,2377,2091
1953,2378,2105
1959,2394,2125
1959,2391,2132
1960,2388,2105
1968,2379,2093
1965,2375,2086
1953,2380,2095
1959,2379,2100
1961,2379,2099
1954,2378,2104
1955,2386,2100
1947,2378,2105
1957,2377,2115
1955,2389,2121
1970,2389,2111
1967,2385,2098
1958,2380,2095
1948,2381,2101
1957,2379,2099
1971,2378,2096
1954,2374,2106
1947,2374,2102
1953,2381,2105
1965,2386,2117
1962,2386,2114
1967,2380,2101
1966,2382,2110
1960,2381,2110
1961,2374,2112
1961,2371,2106
1967,2379,2104
1973,2383,2108
1958,2384,2102
1953,2383,2112
1953,2391,2107
1959,2378,2103
1958,2381,2104
1958,2381,2104
1957,2381,2103
1958,2382,2101
1958,2380,2102
1957,2379,2105
1962,2384,2110
1963,2381,2116
1952,2377,2117
1957,2390,2116
1963,2385,2113
1965,2383,2106
1965,2383,2099
1964,2375,2102
1959,2377,2104
1951,2372,2116
1953,2368,2119
1961,2374,2113
1970,2380,2107
1967,2384,2110
1961,2388,2114
1968,2389,2115
1962,2386,2112
1950,2383,2101
1951,2375,2094
1963,2377,2097
1972,2371,2116
1965,2375,2135
1964,2381,2117
1957,2390,2101
1944,2381,2091
1955,2383,2086
1941,2375,2104
1958,2387,2117
1956,2380,2113
1953,2383,2113
1952,2379,2115
1959,2377,2118
1967,2381,2108
1959,2373,2105
1959,2384,2108
1958,2375,2111
1964,2378,2113
1961,2369,2115
1956,2378,2114
1971,2383,2114
1971,2381,2114
1975,2379,2116
1971,2381,2111
1963,2379,2098
1956,2375,2100
1955,2380,2102
1964,2387,2109
1965,2385,2106
1961,2384,2111
1965,2387,2115
1962,2379,2111
1968,2379,2121
1959,2375,2112
1960,2381,2110
1959,2379,2109
1966,2373,2109
1976,2375,2099
1971,2383,2108
1962,2385,2110
1963,2375,2108
1965,2378,2105
1960,2379,2107
1969,2379,2117
1966,2375,2109
1956,2377,2111
1964,2377,2114
1957,2379,2119
1959,2371,2116
1965,2380,2117
1962,2378,2119
1964,2375,2119
1965,2375,2115
1963,2379,2113
1961,2381,2109
1968,2390,2105
1970,2387,2109
1970,2378,2105
1962,2375,2105
1967,2381,2111
1969,2379,2113
1975,2381,2115
1977,2374,2116
1971,2370,2119
1972,2383,2123
1976,2373,2124
1977,2377,2130
1976,2377,2128
1976,2374,2121
1964,2369,2117
1965,2379,2117
1967,2378,2123
1965,2379,2115
1970,2381,2111
1970,2379,2115
1973,2383,2119
1970,2381,2111
1974,2383,2113
1968,2374,2120
1973,2375,2118
1967,2380,2120
1964,2375,2121
1966,2379,2111
1973,2381,2117
1969,2378,2114
1963,2373,2120
1966,2381,2121
1971,2377,2116
1963,2377,2111
1968,2377,2125
1967,2374,2119
1970,2377,2119
1965,2381,2117
1964,2378,2115
1969,2375,2116
1964,2378,2113
1965,2379,2118
1968,2374,2116
1975,2376,2117
1970,2379,2120
1969,2379,2115
1970,2377,2115
1971,2376,2116
1966,2373,2115
1969,2374,2120
1967,2375,2120
1966,2380,2114
1966,2375,2112
1966,2373,2118
1968,2376,2123
1969,2377,2116
1963,2377,2115
1969,2374,2119
1965,2377,2113
1969,2378,2110
1965,2380,2115
1971,2382,2117
1969,2379,2117
1969,2374,2118
1970,2383,2120
1973,2375,2117
1971,2375,2116
1963,2379,2112
1972,2375,2118
1975,2375,2121
1966,2372,2116
1970,2377,2116
1967,2376,2119
1971,2375,2119
1969,2382,2116
1968,2376,2116
1972,2376,2122
1971,2380,2120
1966,2373,2121
1969,2379,2114
1975,2373,2119
1967,2376,2120
1969,2375,2120
1965,2379,2113
1965,2381,2119
1966,2378,2117
1960,2379,2119
1967,2378,2125
1971,2376,2127
1980,2384,2096
1976,2385,2097
1976,2382,2098
1975,2381,2099
1980,2377,2102
1966,2382,2109
1968,2382,2116
1967,2382,2111
1968,2388,2110
1968,2378,2108
1964,2379,2114
1969,2377,2112
1969,2378,2115
1964,2378,2106
1965,2382,2114
1962,2376,2111
1964,2375,2114
1959,2378,2111
1955,2377,2110
1956,2377,2115
1952,2383,2114
1957,2376,2113
1956,2379,2114
1957,2375,2113
1960,2384,2113
1967,2385,2114
1961,2382,2107
1960,2376,2109
1958,2379,2107
1964,2378,2109
1957,2378,2115
1960,2378,2114
1960,2375,2113
1959,2379,2109
1956,2379,2111
1960,2372,2109
1961,2377,2110
1958,2381,2109
1959,2377,2111
1960,2382,2116
1958,2376,2114
1963,2379,2112
1962,2378,2110
1964,2375,2110
1960,2379,2114
1964,2383,2117
1962,2378,2113
1959,2375,2111
1960,2378,2108
1962,2378,2109
1957,2379,2113
1962,2376,2115
1965,2379,2109
1965,2377,2111
1958,2376,2115
1967,2382,2108
1962,2378,2115
1959,2381,2110
1962,2382,2115
1964,2381,2110
1958,2381,2114
1965,2378,2110
1958,2376,2115
1963,2380,2116
1956,2381,2115
1965,2379,2117
1957,2383,2113
1962,2379,2109
1961,2378,2119
1961,2374,2110
1960,2378,2114
1954,2382,2112
1962,2375,2108
1958,2379,2113
1960,2377,2106
1961,2380,2112
1962,2383,2109
1960,2379,2109
1964,2376,2113
1959,2378,2113
1964,2376,2111
1967,2382,2116
1963,2377,2111
1964,2374,2110
1959,2375,2115
1962,2376,2107
1962,2377,2112
1955,2375,2113
1960,2383,2115
1959,2379,2114
1967,2377,2112
1964,2376,2115
1960,2379,2112
1959,2380,2112
1958,2379,2108
1957,2379,2110
1960,2379,2110
1962,2382,2110
1967,2379,2106
1960,2379,2114
1962,2379,2115
1957,2383,2112
1961,2378,2114
1960,2376,2113
1962,2371,2114
1962,2377,2117
1958,2381,2113
1959,2376,2113
1960,2376,2116
1957,2381,2114
1963,2372,2113
1961,2379,2111
1962,2379,2109
1959,2379,2112
1963,2379,2110
1963,2381,2114
1959,2381,2111
1954,2381,2114
1959,2377,2112
1957,2380,2114
1967,2378,2110
1960,2377,2115
1966,2377,2114
1963,2379,2105
1957,2379,2113
1962,2377,2118
1963,2377,2111
1967,2380,2105
1964,2379,2113
1955,2377,2111
1957,2378,2115
1957,2376,2116
1958,2381,2113
1965,2378,2107
1961,2375,2122
1962,2378,2111
1958,2378,2110
1958,2378,2111
1961,2386,2114
1967,2378,2110
1963,2378,2111
1962,2378,2108
1967,2383,2112
1961,2384,2106
1964,2379,2117
1964,2376,2111
1965,2373,2107
1963,2383,2109
1959,2380,2112
1965,2374,2113
1956,2380,2112
1966,2381,2112
1964,2377,2114
1960,2377,2114
1960,2380,2115
1954,2369,2113
1953,2375,2112
1961,2380,2112
1959,2380,2113
1958,2379,2115
1964,2383,2117
1964,2385,2114
1965,2375,2114
1969,2376,2113
1967,2378,2114
1963,2374,2110
1968,2376,2115
1971,2380,2108
1965,2383,2101
1964,2382,2104
1962,2375,2102
1963,2375,2105
1960,2371,2108
1958,2376,2117
1965,2378,2119
1964,2380,2115
1964,2380,2119
1965,2374,2115
1971,2373,2117
1966,2374,2121
1963,2377,2127
1963,2375,2118
1961,2375,2117
1965,2375,2120
1967,2377,2119
1964,2379,2115
1966,2379,2122
1964,2378,2117
1969,2380,2116
1966,2383,2115
1965,2377,2119
1966,2384,2116
1964,2378,2117
1963,2373,2118
1963,2372,2119
1966,2379,2122
1966,2372,2116
1967,2375,2118
1960,2383,2120
1963,2377,2117
1961,2372,2115
1964,2375,2116
1965,2381,2119
1962,2380,2119
1966,2378,2120
1959,2378,2112
1964,2373,2123
1967,2378,2109
1967,2382,2117
1970,2374,2115
1962,2376,2114
1960,2379,2118
1961,2375,2114
1969,2375,2113
1963,2376,2111
1966,2373,2115
1962,2381,2114
1963,2381,2117
1962,2377,2117
1969,2381,2111
1965,2380,2114
1969,2378,2110
1964,2377,2110
1961,2378,2117
1961,2377,2118
1970,2378,2110
1964,2379,2115
1962,2380,2118
1969,2382,2117
1960,2380,2109
1964,2378,2110
1959,2383,2117
1952,2381,2117
1957,2377,2114
1956,2376,2108
1956,2379,2108
1959,2380,2113
1956,2376,2110
1949,2374,2112
1954,2383,2113
1957,2381,2112
1961,2379,2106
1954,2384,2100
1950,2382,2105
1953,2379,2108
1951,2379,2104
1960,2378,2105
1953,2382,2100
1957,2380,2101
1956,2383,2109
1958,2380,2102
1959,2381,2101
1959,2379,2104
1958,2378,2099
1954,2383,2103
1952,2382,2103
1960,2379,2100
1955,2381,2103
1959,2382,2105
1953,2384,2106
1955,2380,2103
1957,2377,2106
1959,2378,2110
1955,2376,2115
1954,2382,2112
1957,2385,2115
1949,2378,2105
1956,2380,2107
1954,2373,2108
1955,2377,2111
1951,2382,2113
1953,2381,2117
1956,2377,2110
1954,2376,2109
1949,2380,2112
1954,2380,2111
1955,2384,2102
1955,2379,2106
1960,2377,2105
1960,2378,2107
1962,2380,2112
1958,2383,2109
1963,2378,2109
1960,2380,2102
1962,2378,2111
1962,2383,2113
1955,2381,2107
1963,2382,2110
1965,2376,2107
1963,2382,2114
1959,2381,2112
1962,2377,2104
1953,2383,2106
1962,2378,2109
1959,2379,2103
1955,2380,2111
1961,2379,2105
1959,2380,2099
1952,2378,2111
1959,2388,2107
1951,2381,2110
1961,2378,2105
1955,2384,2109
1957,2383,2106
1965,2376,2104
1963,2379,2108
1964,2375,2108
1963,2377,2107
1958,2379,2109
1960,2375,2114
1966,2377,2121
1961,2373,2116
1963,2378,2114
1959,2379,2116
1954,2378,2117
1959,2379,2120
1953,2378,2119
1962,2378,2114
1957,2379,2108
1956,2380,2108
1955,2374,2111
1952,2380,2107
1962,2378,2112
1957,2375,2108
1951,2376,2110
1948,2379,2115
1959,2380,2111
1962,2376,2105
1954,2378,2108
1955,2377,2106
1961,2381,2113
1960,2381,2111
1963,2379,2111
1966,2376,2111
1964,2385,2110
1962,2379,2110
1966,2379,2109
1968,2373,2111
1968,2379,2104
1965,2378,2109
1964,2377,2121
1966,2378,2121
1970,2378,2120
1971,2378,2119
1970,2377,2119
1968,2378,2122
1970,2380,2121
1968,2371,2121
1967,2376,2119
1971,2376,2123
1971,2380,2115
1977,2376,2117
1973,2378,2118
1969,2378,2115
1969,2376,2111
1967,2378,2113
1966,2379,2118
1963,2373,2110
1967,2370,2112
1971,2374,2119
1972,2376,2122
1976,2375,2114
1972,2376,2109
1970,2381,2112
1973,2379,2117
